name,slug,category,metros,doordash_slug,ubereats_slug,email,phone,website,email_source
"Barolo Grill",barologrill,restaurant,denver,,,info@barologrilldenver.com,(303) 393-1040,https://www.barologrilldenver.com/,website_scrape
"The Bindery",thebindery,restaurant,denver,,,info@thebinderydenver.com,(303) 993-2364,http://thebinderydenver.com/,domain_guess
"Blackbelly Market & Restaurant",blackbellymarketrestaurant,restaurant,denver,,,hello@blackbelly.com,(720) 476-5812,https://www.blackbelly.com/,website_scrape
"Flagstaff House",flagstaffhouse,restaurant,denver,,,info@flagstaffhouse.com,(303) 442-4640,http://www.flagstaffhouse.com/,domain_guess
"River and Woods",riverandwoods,restaurant,denver,,,user@domain.com,(303) 993-6301,http://www.riverandwoodsboulder.com/,website_scrape
"Rincon Argentino",rinconargentino,restaurant,denver,,,black9@qq.com,(720) 510-3999,https://argentinecorner.top/,website_scrape
"Oak",oak,restaurant,denver,,,user@domain.com,(303) 444-3622,http://oakatfourteenth.com/,website_scrape
"Brasserie Ten Ten",brasserietenten,restaurant,denver,,,info@brasserietenten.com,(303) 998-1010,https://www.brasserietenten.com/,website_scrape
"Cozobi Fonda Fina",cozobifondafina,restaurant,denver,,,user@domain.com,(303) 953-2196,https://cozobifondafina.com/,website_scrape
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,denver,,,,,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,denver,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,denver,,,info@57threstaurant.com,(770) 234-0057,http://www.57threstaurant.com/,domain_guess
"Virtual restaurants need these 6 digital tools",virtualrestaurantsneedthese6digitaltools,restaurant,denver,,,sales@cloudkitchens.com,,https://cloudkitchens.com/locations/chicago/north-center/?utm_source=gmb&utm_medium=organic&utm_content=RockwellFoodPick-Up,website_scrape
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,denver,,,,,,
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,denver,,,user@domain.com,(704) 919-1919,http://www.confusionloso.com/,website_scrape
"Playground Asian Food Hall",playgroundasianfoodhall,restaurant,denver,,,user@domain.com,(303) 335-0368,https://www.eatplayground.com/,website_scrape
"Denver Steakhouse",denversteakhouse,steakhouse,denver,,,info@buckhornexchange.com,(303) 534-9505,http://buckhornexchange.com/,domain_guess
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,denver,,,,,,
"Los Chingones Mexican",loschingonesmexican,mexican,denver,,,user@domain.com,(303) 295-0686,http://www.loschingonesmexican.com/,website_scrape
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,denver,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Grey Ghost Detroit",greyghostdetroit,restaurant,detroit,,,info@greyghostdetroit.com,(313) 262-6534,http://www.greyghostdetroit.com/,website_scrape
"Experience Zuzu",experiencezuzu,restaurant,detroit,,,rhatfield@eliagroup.com,(313) 464-7777,https://www.experiencezuzu.com/,website_scrape
"Selden Standard",seldenstandard,restaurant,detroit,,,info@seldenstandard.com,(313) 438-5055,http://www.seldenstandard.com/,website_scrape
"Sexy Steak",sexysteak,steakhouse,detroit,,,info@sexysteakdetroit.com,(313) 403-1000,https://www.sexysteakdetroit.com/,website_scrape
"ADELINA",adelina,deli,detroit,,,info@adelinadetroit.com,(313) 246-8811,https://www.adelinadetroit.com/,website_scrape
"Mad Nice",madnice,restaurant,detroit,,,hello@madnicedetroit.com,(313) 558-8000,https://www.madnicedetroit.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,website_scrape
"The Whitney",thewhitney,restaurant,detroit,,,user@domain.com,(313) 832-5700,http://www.thewhitney.com/,website_scrape
"Parc",parc,restaurant,detroit,,,rhatfield@eliagroup.com,(313) 922-7272,http://parcdetroit.com/,website_scrape
"Mabel Gray",mabelgray,restaurant,detroit,,,info@mabelgraykitchen.com,(248) 398-4300,http://mabelgraykitchen.com/,domain_guess
"Ottava Via",ottavavia,restaurant,detroit,,,user@domain.com,(313) 962-5500,http://www.ottavaviadetroit.com/,website_scrape
"Supergeil",supergeil,restaurant,detroit,,,info@supergeildetroit.com,(313) 462-4133,http://www.supergeildetroit.com/,domain_guess
"Alpino Detroit",alpinodetroit,restaurant,detroit,,,info@alpinodetroit.com,(313) 524-0888,http://alpinodetroit.com/,website_scrape
"Batch Brewing Company",batchbrewingcompany,cafe,detroit,,,events@batchbrewingcompany.com,(313) 338-8008,http://www.batchbrewingcompany.com/,website_scrape
"Midtown Social Kitchen and Bar",midtownsocialkitchenandbar,restaurant,detroit,,,user@domain.com,(313) 800-5969,http://midtownsocial.com/,website_scrape
"Vecino",vecino,restaurant,detroit,,,user@domain.com,(313) 500-1615,https://www.vecinodetroit.com/,website_scrape
"Chartreuse Kitchen & Cocktails",chartreusekitchencocktails,restaurant,detroit,,,user@domain.com,(313) 818-3915,http://www.chartreusekc.com/,website_scrape
"Freya",freya,restaurant,detroit,,,user@domain.com,(313) 351-5544,https://www.freyadetroit.com/,website_scrape
"Baobab Fare",baobabfare,restaurant,detroit,,,info@baobabfare.com,(313) 265-3093,http://www.baobabfare.com/,domain_guess
"Blue Goat",bluegoat,restaurant,detroit,,,user@domain.com,(248) 965-9955,https://bluegoatroyaloak.com/,website_scrape
"Royal Eats Brunch & Dinner",royaleatsbrunchdinner,breakfast,detroit,,,info@royaleatsro.com,(248) 307-7098,https://royaleatsro.com/,domain_guess
"Vinsetta Garage",vinsettagarage,restaurant,detroit,,,info@vinsettagarage.com,(248) 548-7711,https://www.vinsettagarage.com/,website_scrape
"Alchemi",alchemi,restaurant,detroit,,,alchemiroyaloak@gmail.com,(248) 675-8875,https://alchemiroyaloak.com/,website_scrape
"BARREL HOUSE",barrelhouse,restaurant,detroit,,,info@barrelhouseferndale.com,(248) 808-6540,http://www.barrelhouseferndale.com/,domain_guess
"Syndicate Ferndale",syndicateferndale,restaurant,detroit,,,syndicateferndale@gmail.com,(313) 314-7220,http://www.syndicateferndale.com/,website_scrape
"Ferndale Project",ferndaleproject,restaurant,detroit,,,user@domain.com,(248) 906-3244,https://www.ferndaleproject.com/,website_scrape
"Michigan & Trumbull",michigantrumbull,restaurant,detroit,,,user@domain.com,(313) 637-4992,http://www.michigantrumbullpizza.com/,website_scrape
"La Lanterna",lalanterna,restaurant,detroit,,,lalanternadetroit@comcast.net,(313) 962-8821,http://lalanternadetroit.com/,website_scrape
"Pizza Joint",pizzajoint,pizza,detroit,,,info@pizzajoint-detroit.com,(313) 340-9595,https://pizzajoint-detroit.com/,domain_guess
"Home - Social Brews",home-socialbrews,cafe,detroit,,,cheers@thesocialbrews.com,(313) 502-5024,https://www.thesocialbrews.com/,website_scrape
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,detroit,,,,,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,detroit,,,,,,
"Home - Fire Pizza Detroit",home-firepizzadetroit,pizza,detroit,,,,,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,detroit,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,detroit,,,Info@seagrillnc.com,(704) 703-3399,https://www.seagrillnc.com/,website_scrape
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,detroit,,,,,,
"Norms",norms,restaurant,detroit,,,anniejlank@gmail.com,(763) 684-0300,http://www.normswayside.com/,website_scrape
"Aquarium Restaurant",aquariumrestaurant,restaurant,houston,,,AquariumHouston@ldry.com,(713) 315-5126,https://www.downtownaquariumhouston.com/aquarium-restaurant,website_scrape
"State of Grace",stateofgrace,restaurant,houston,,,EventsStateofGrace@rocketfarmrestaurants.com,(832) 942-5080,http://www.stateofgracetx.com/,website_scrape
"Hull & Oak",hulloak,restaurant,houston,,,info@hullandoak.com,(713) 242-8555,https://hullandoak.com/,domain_guess
"Taste of Texas",tasteoftexas,restaurant,houston,,,info@tasteoftexas.com,(713) 932-6901,http://www.tasteoftexas.com/,domain_guess
"The Pit Room",thepitroom,restaurant,houston,,,Jilianne@public-content.com,(281) 888-1929,http://www.thepitroombbq.com/,website_scrape
"Roost",roost,restaurant,houston,,,info@iloveroost.com,(713) 523-7667,http://www.iloveroost.com/,domain_guess
"Little’s Oyster Bar",littlesoysterbar,seafood,houston,,,giftcards@pappas.com,(713) 522-4595,https://littlesoysterbar.com/,website_scrape
"La Lucha",lalucha,restaurant,houston,,,LALUCHAHH@ROCKETFARMRESTAURANTS.COM,(713) 955-4765,http://laluchatx.com/,website_scrape
"Field & Tides",fieldtides,restaurant,houston,,,info@fieldandtides.com,(713) 861-6143,http://www.fieldandtides.com/,website_scrape
"Moon Rabbit",moonrabbit,restaurant,houston,,,moonrabbithtx@gmail.com,(713) 684-3991,http://moonrabbithtx.com/,website_scrape
"Jūn",jn,restaurant,houston,,,user@domain.com,(832) 469-7664,https://www.junbykin.com/,website_scrape
"Blue Tuba",bluetuba,restaurant,houston,,,contact@mysite.com,(713) 955-4612,https://bluetubatx.com/,website_scrape
"Better Luck Tomorrow",betterlucktomorrow,restaurant,houston,,,info@betterlucktomorrowhou.com,(713) 802-0845,http://betterlucktomorrowhou.com/,domain_guess
"Truck Yard",truckyard,restaurant,houston,,,info@truckyard.com,(877) 447-2796,https://truckyard.com/houston/,domain_guess
"Rodeo Goat",rodeogoat,restaurant,houston,,,info@rodeogoat.com,(281) 853-9480,http://www.rodeogoat.com/houston/,domain_guess
"Tiny Champions",tinychampions,restaurant,houston,,,user@domain.com,(713) 485-5329,https://www.tinychampionshouston.com/,website_scrape
"Huynh Restaurant",huynhrestaurant,restaurant,houston,,,phohuynhgirl@yahoo.com,(713) 224-8964,http://www.huynhrestauranthouston.com/,website_scrape
"Annam Vietnamese Restaurant",annamvietnameserestaurant,vietnamese,houston,,,info@annamhouston.com,(346) 571-7167,https://annamhouston.com/,domain_guess
"Le Colonial Houston",lecolonialhouston,restaurant,houston,,,info@houston.lecolonial.com,(713) 629-4444,https://houston.lecolonial.com/,domain_guess
"Lúa Viet Kitchen",lavietkitchen,restaurant,houston,,,info@luavietkitchen.com,(832) 840-1855,https://www.luavietkitchen.com/,domain_guess
"Old Saigon Cafe",oldsaigoncafe,cafe,houston,,,info@order.online,(832) 668-5270,https://order.online/business/old-saigon-cafe-11743572,domain_guess
"Yummy Quan - Hu Tieu Nam Vang",yummyquan-hutieunamvang,restaurant,houston,,,Yummyquankaty@gmail.com,(346) 312-8450,https://www.yummyhu.com/,website_scrape
"Pearl & Vine",pearlvine,restaurant,houston,,,info@pearlandvinetx.com,(281) 398-3000,http://pearlandvinetx.com/,website_scrape
"Local Table",localtable,restaurant,houston,,,catering@eatatlocaltable.com,(281) 867-6257,https://eatatlocaltable.com/locations/garden-oaks/,website_scrape
"Texas Tradition",texastradition,restaurant,houston,,,user@domain.com,(281) 391-6113,http://www.katytexastradition.com/,website_scrape
"Whiskey Cake Kitchen & Bar",whiskeycakekitchenbar,bakery,houston,,,whiskeycakekaty@whiskey-cake.com,(281) 729-8333,https://www.whiskeycake.com/,website_scrape
"Katy Asian Town",katyasiantown,restaurant,houston,,,amaonthego@gmail.com,(346) 998-8000,https://katyasiantownandmarketplace.com/,website_scrape
"Rainbow Lodge",rainbowlodge,restaurant,houston,,,user@domain.com,(713) 861-8666,http://rainbow-lodge.com/,website_scrape
"Maison Pucha Bistro",maisonpuchabistro,restaurant,houston,,,info@maisonpucha.com,(713) 637-4976,http://www.maisonpucha.com/,website_scrape
"Onion Creek",onioncreek,restaurant,houston,,,gunnar.thecreeks@gmail.com,(713) 880-0706,https://www.onioncreekcafe.com/,website_scrape
"Osso & Kristalla",ossokristalla,restaurant,houston,,,info@ossoandkristalla.com,(713) 221-6666,http://www.ossoandkristalla.com/,website_scrape
"Le Emperor",leemperor,restaurant,houston,,,thanhtho@gmail.com,(832) 559-8761,https://leemperor.com/,website_scrape
"Di An Pho",dianpho,vietnamese,houston,,,,,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,houston,,,,,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,houston,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,houston,,,info@57threstaurant.com,(770) 234-0057,http://www.57threstaurant.com/,domain_guess
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,houston,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"Reducing food waste: 11 strategies any restaurant can use",reducingfoodwaste11strategiesanyrestaura,restaurant,houston,,,,,,
"Latitude 26°",latitude26,restaurant,houston,,,info@hyatt.com,(239) 775-1000,https://www.hyatt.com/hyatt-house/en-US/napxn-hyatt-house-naples-5th-avenue/dining,domain_guess
"Kabo Kitchen",kabokitchen,restaurant,houston,,,info@fobhosp.com,(714) 462-2555,https://www.kabokitchen.com/,website_scrape
"Home - Wabi House",home-wabihouse,restaurant,houston,,,wabidallas.house@gmail.com,(817) 662-0744,https://www.wabihousetx.com/,website_scrape
"Wok & Roll - Houston, TX 77002 (Menu & Order Online)",wokroll-houstontx77002menuorderonline,chinese,houston,,,info@wokandrolltx.com,(281) 580-1000,https://www.wokandrolltx.com/,domain_guess
"Wok & Roll - Houston, TX 77010 (Menu & Order Online)",wokroll-houstontx77010menuorderonline,chinese,houston,,,info@wokandrolltx.com,(281) 580-1000,https://www.wokandrolltx.com/,domain_guess
"Home - AMAR INDIAN CUISINE",home-amarindiancuisine,indian,houston,,,amarindiancuisine@gmail.com,(707) 389-4745,https://www.amarindiancuisine.com/,website_scrape
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,houston,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"853794 Grotto Houston Restaurant Week 2021 Menu.indd",853794grottohoustonrestaurantweek2021men,restaurant,houston,,,info@grottorestaurants.com,(713) 622-3663,https://www.grottorestaurants.com/location/grotto-westheimer-tx/,domain_guess
"PRIVATE DINING 2817 WEST DALLAS STREET HOUSTON TX",private-dining-2817-west-dallas-street-houston-tx,restaurant,houston,,,info@lagrigliarestaurant.com,(713) 526-4700,https://www.lagrigliarestaurant.com/location/la-griglia/,domain_guess
"Restaurants and the American Dream: Chef to Chef HTX",restaurantsandtheamericandreamcheftochef,restaurant,houston,,,info@chefstablehouston.com,(832) 559-7489,https://www.chefstablehouston.com/,website_scrape
"Bocca",bocca,restaurant,indianapolis,,,info@indybocca.com,(317) 426-2045,http://boccaindy.com/,website_scrape
"The Oakmont",theoakmont,restaurant,indianapolis,,,info@TheOakmontIndy.com,(317) 746-6097,https://www.theoakmontindy.com/,website_scrape
"The Eagle Mass Ave",theeaglemassave,restaurant,indianapolis,,,info@eaglerestaurant.com,(317) 929-1799,https://www.eaglerestaurant.com/locations/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs&utm_content=MassAve,domain_guess
"Bluebeard",bluebeard,restaurant,indianapolis,,,info@bluebeardindy.com,(317) 686-1580,http://www.bluebeardindy.com/,domain_guess
"Yard House",yardhouse,restaurant,indianapolis,,,info@yardhouse.com,(617) 236-4083,https://www.yardhouse.com/locations/ma/boston/boston-fenway-fenway-triangle/8336?cmpid=br:yh_ag:ie_ch:loc_ca:YHGMB_sn:gmb_gt:boston-ma-8336_pl:locurl_rd:1034,domain_guess
"Fire by the Monon",firebythemonon,restaurant,indianapolis,,,joe@firebythemonontrail.com,(317) 252-5920,http://www.firebythemonontrail.com/,website_scrape
"Flatwater",flatwater,restaurant,indianapolis,,,user@domain.com,(317) 257-5466,http://flatwaterbroadripple.com/,website_scrape
"Cholita Tacos",cholitatacos,mexican,indianapolis,,,user@domain.com,(317) 389-5555,http://www.cholitatacos.com/,website_scrape
"Garden Table",gardentable,restaurant,indianapolis,,,hello@thegardentable.com,(317) 638-0321,https://thegardentable.com/,website_scrape
"Luciana’s - Broad Ripple",lucianas-broadripple,restaurant,indianapolis,,,info@lucianasmexicanrestaurant.com,(317) 820-5377,http://www.lucianasmexicanrestaurant.com/,domain_guess
"Aristocrat Pub & Oxford Room",aristocratpuboxfordroom,restaurant,indianapolis,,,sue@aristocratpub.com,(317) 283-7388,http://www.aristocratpub.com/,website_scrape
"Half Liter Brewery, Bar, & BBQ",halfliterbrewerybarbbq,bbq,indianapolis,,,info@halfliterbbq.com,(463) 212-8180,https://halfliterbbq.com/,domain_guess
"Salt on Mass",saltonmass,restaurant,indianapolis,,,events@saltonmass.com,(317) 638-6565,https://www.saltonmass.com/,website_scrape
"Vicino",vicino,restaurant,indianapolis,,,marketing@vicinoindy.com,(317) 798-2492,https://www.vicinoindy.com/,website_scrape
"Rosemary & Olive Italian Restaurant",rosemaryoliveitalianrestaurant,italian,indianapolis,,,info@rosemaryandoliverestaurant.com,(317) 426-2529,https://rosemaryandoliveindy.com/,website_scrape
"Milktooth",milktooth,restaurant,indianapolis,,,user@domain.com,(317) 986-5131,http://www.milktoothindy.com/,website_scrape
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,indianapolis,,,user@domain.com,(704) 919-1919,http://www.confusionloso.com/,website_scrape
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,indianapolis,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
